id,nombre,cantidad,serie,origen,origen_id,fecha_adquisicion,precio,categoria_id,dependencia_id,almacenamiento_id,estado_id,mantenimiento_id,observaciones,deleted_at,created_at,updated_at
189,"Video Beam",1,0,"Donación Coopecrédito",6,1990-01-01,0.00,7,26,2,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
190,Archivador,3,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
191,Biblioteca,1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
192,"Cable Hdmi",1,0,Institucional,2,1990-01-01,18000.00,6,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
193,Celular,1,0,Institucional,2,1990-01-01,400000.00,6,27,1,1,1,"Adolfo Ruiz",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
194,Computador,1,0,Institucional,2,2021-11-16,2400000.00,5,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
195,Computador,1,0,-,1,1990-01-01,0.00,5,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
196,Computador,1,0,-,1,1990-01-01,0.00,5,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
197,Cosedora,4,0,Institucional,2,1990-01-01,8043.00,9,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
198,"Descansa Pies",2,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
199,Escritorio,2,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
200,Escritorio,1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
201,Gabinete,1,0,Institucional,2,1990-01-01,300000.00,6,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
202,Guillotina,2,0,Institucional,2,1990-01-01,100542.00,9,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
203,Impresora,1,0,Institucional,2,1990-01-01,0.00,9,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
204,Impresora,1,0,Institucional,2,1990-01-01,0.00,9,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
205,Mesa,1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
206,Multitoma,1,0,Institucional,2,1990-01-01,57000.00,6,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
207,Perchero,1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
208,Perforadora,4,0,Institucional,2,1990-01-01,8043.00,9,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
209,"Porta Llaves",1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
210,"Regulador De Voltaje",1,0,Institucional,2,1990-01-01,0.00,9,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
211,"Regulador De Voltaje",1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
212,"Regulador De Voltaje",1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
213,Reloj,1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
214,Silla,3,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
215,"Silla Ergonómica",1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
216,"Silla Ergonómica",1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
217,Switch,2,0,Institucional,2,1990-01-01,487500.00,6,27,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
218,Teléfono,1,0,-,1,1990-01-01,0.00,1,27,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
219,Archivador,3,0,-,1,1990-01-01,0.00,1,29,1,3,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
220,Archivador,4,0,-,1,1990-01-01,0.00,1,29,1,3,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
221,"Silla Rimax",8,0,-,1,1990-01-01,10000.00,1,29,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
222,Bafle,1,0,-,1,1990-01-01,0.00,6,30,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
223,"Cable Hdmi",1,0,Institucional,2,1990-01-01,50000.00,6,30,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
224,Pantalla,1,0,Institucional,2,1990-01-01,0.00,7,30,2,1,1,"S1 A317 (Gimnasio)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
225,"Silla Rimax",1,0,-,1,1990-01-01,10000.00,1,30,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
226,"Silla Rimax",5,0,-,1,1990-01-01,10000.00,1,30,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
227,"Silla Rimax",8,0,-,1,1990-01-01,10000.00,1,30,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
228,"Video Beam",1,0,Institucional,2,2021-11-16,1500000.00,7,30,2,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
229,Archivador,1,NULL,Institucional,2,1990-01-01,0.00,1,31,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
230,Archivador,1,0,-,1,1990-01-01,0.00,1,31,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
231,Bafle,1,NULL,-,1,1990-01-01,0.00,6,31,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
232,Computador,1,0,-,1,1990-01-01,0.00,5,31,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
233,Escritorio,1,NULL,Institucional,2,1990-01-01,0.00,1,31,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
234,Estante,1,0,-,1,1990-01-01,0.00,1,31,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
235,Impresora,1,NULL,Institucional,2,1990-01-01,0.00,9,31,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
236,Mesa,1,0,-,1,1990-01-01,0.00,1,31,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
237,Perchero,1,0,Donación,6,1990-01-01,0.00,1,31,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
238,Portátil,1,0,Institucional,2,2021-11-16,1800000.00,5,31,1,1,1,"S/n M5n0cx02e983196",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
239,"Regulador De Voltaje",1,0,-,1,1990-01-01,0.00,1,31,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
240,Tablero,2,NULL,-,1,1990-01-01,0.00,1,31,1,2,1,"Está En Las Coordinaciones.",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
241,Computador,1,0,-,1,1990-01-01,0.00,5,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
242,Cuadro,1,0,-,1,1990-01-01,0.00,1,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
243,Escritorio,1,0,-,1,1990-01-01,0.00,1,87,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
244,Escritorio,2,0,-,1,1990-01-01,0.00,1,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
245,Impresora,1,0,-,1,1990-01-01,0.00,9,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
246,Modulos,2,0,-,1,1990-01-01,0.00,1,134,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
247,"Porta Papeles",1,0,-,1,1990-01-01,0.00,1,87,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
248,Perchero,1,0,-,1,1990-01-01,0.00,1,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
249,"Porta Papeles",1,0,-,1,1990-01-01,0.00,1,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
250,Portátil,1,0,Institucional,2,2021-11-16,1800000.00,5,134,1,1,1,"S/n M5n0cx02f47319d",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
251,Regleta,1,0,Institucional,2,1990-01-01,0.00,9,87,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
252,"Silla Ergonómica",1,0,-,1,1990-01-01,0.00,1,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
253,"Silla Rimax",5,0,-,1,1990-01-01,10000.00,1,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
254,Sofa,1,0,-,1,1990-01-01,0.00,1,134,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
255,Soporte,1,0,-,1,1990-01-01,0.00,1,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
256,Tablero,1,0,-,1,1990-01-01,0.00,1,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
257,Tablero,1,0,-,1,1990-01-01,0.00,1,134,1,2,1,"Está En El Pasillo Para Los Avisos Institucionales.",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
258,"Video Beam",1,0,-,1,1990-01-01,0.00,7,134,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
259,Escritorio,1,0,"Comodato Madena",7,1990-01-01,0.00,1,133,1,2,1,"Comodato De Madena",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
260,Escritorio,1,0,Institucional,2,1990-01-01,0.00,1,133,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
261,Impresora,1,0,Institucional,2,1990-01-01,0.00,9,133,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
262,Silla,1,0,"Comodato Madena",7,1990-01-01,0.00,1,133,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
263,Estante,1,0,Institucional,2,1990-01-01,0.00,1,133,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
264,Archivador,1,0,-,1,1990-01-01,0.00,1,32,1,3,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
265,Consola,1,0,-,1,1990-01-01,0.00,6,90,1,3,1,"No Tiene Conocimiento",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
266,Cuadro,1,0,-,1,1990-01-01,0.00,20,32,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
267,Cuadro,1,0,-,1,1990-01-01,0.00,20,32,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
268,Mesa,1,0,-,1,1990-01-01,0.00,1,32,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
269,"Mixer ",1,0,-,1,1990-01-01,0.00,1,32,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
270,Muebles,3,0,-,1,1990-01-01,0.00,1,32,1,2,1,"Le Falta Tinta",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
271,Portátil,1,0,Institucional,2,2021-11-16,1800000.00,5,32,1,1,1,"S/n M5n0cx02f518194",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
272,"Regulador De Voltaje",1,0,-,1,1990-01-01,0.00,1,32,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
273,Silla,1,0,-,1,1990-01-01,0.00,1,32,1,3,1,"Solo Recibió Una, No Sabe De La Otra ",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
274,"Silla Ergonómica",1,0,-,1,1990-01-01,0.00,1,32,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
275,Tablero,1,0,-,1,1990-01-01,0.00,1,32,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
276,Vitrina,1,0,-,1,1990-01-01,0.00,1,32,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
277,Bafle,1,0,-,1,1990-01-01,0.00,6,33,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
278,"Cabina Activa",1,0,-,1,1990-01-01,0.00,6,33,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
279,Computador,1,0,Institucional,2,1990-01-01,1000000.00,5,131,2,4,3,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
280,Escritorio,1,0,-,1,1990-01-01,0.00,1,33,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
281,Pantalla,1,0,Institucional,2,1990-01-01,0.00,7,33,2,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
282,"Regulador De Voltaje",1,0,-,1,1990-01-01,0.00,1,33,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
283,Silla,1,0,-,1,1990-01-01,0.00,1,33,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
284,"Silla Universitaria",47,0,Seduca,4,1990-01-01,100000.00,1,33,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
285,Tablero,2,0,-,1,1990-01-01,0.00,1,33,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
286,"Video Beam",1,0,-,1,1990-01-01,0.00,7,33,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
287,Vitrina,1,0,-,1,1990-01-01,0.00,1,33,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
288,Bafle,1,0,-,1,1990-01-01,0.00,6,35,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
289,Tablero,1,0,-,1,1990-01-01,0.00,1,35,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
290,Bafle,1,0,-,1,1990-01-01,0.00,6,59,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
291,"Cabina Activa",1,0,-,1,1990-01-01,0.00,6,59,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
292,Cuadro,2,0,-,1,1990-01-01,0.00,1,59,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
293,Escritorio,1,0,-,1,1990-01-01,0.00,1,59,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
294,Pantalla,1,0,Institucional,2,1990-01-01,0.00,7,59,2,1,1,"S1 B105 (Aula Diego Luis Medina)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
295,Silla,1,0,-,1,1990-01-01,0.00,1,59,1,3,1,"2024-01-18 El Espaldar Se Sale.",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
296,"Silla Universitaria",37,0,Seduca,4,1990-01-01,0.00,1,59,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
297,Tablero,2,0,-,1,1990-01-01,0.00,1,59,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
298,"Video Beam",1,0,-,1,1990-01-01,0.00,7,59,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
299,Estante,1,0,"Donación Colanta",6,1990-01-01,0.00,1,59,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
300,Bafle,1,0,-,1,1990-01-01,0.00,6,131,1,4,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
301,Butacos,32,0,-,1,1990-01-01,0.00,1,131,2,4,3,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
302,Computador,1,0,-,1,1990-01-01,0.00,5,131,2,4,3,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
303,Escritorio,1,0,-,1,1990-01-01,0.00,1,40,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
304,Estante,1,0,-,1,1990-01-01,0.00,1,40,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
305,Estante,1,0,-,1,1990-01-01,0.00,1,40,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
306,Bafle,1,0,-,1,1990-01-01,0.00,6,8,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
307,Escritorio,1,0,-,1,1990-01-01,0.00,1,8,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
308,Minicomponente,1,0,-,1,1990-01-01,0.00,1,42,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
309,Silla,1,0,-,1,1990-01-01,0.00,1,8,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
310,"Silla Universitaria",35,0,-,1,1990-01-01,0.00,1,8,1,2,1,"1 Malo",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
311,Tablero,2,0,-,1,1990-01-01,0.00,1,8,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
312,Tablero,1,0,-,1,1990-01-01,0.00,1,42,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
313,Vhs,1,0,-,1,1990-01-01,0.00,7,8,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
314,Vhs,1,0,-,1,1990-01-01,0.00,7,8,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
315,"Video Beam",1,0,Institucional,2,2021-11-16,1500000.00,7,8,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
316,Vitrina,1,0,-,1,1990-01-01,0.00,1,8,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
317,Vitrina,1,0,-,1,1990-01-01,0.00,1,8,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
318,Cuadro,2,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
319,Escritorio,1,0,Comodato,7,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
320,Mesa,9,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
321,Portátil,21,"PA2021000426 - PA2021004384",Seduca,4,2022-03-16,980000.00,5,43,1,1,1,"PA2021000426 - PA2021004384",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
322,Portátil,23,0,Seduca,4,1990-01-01,0.00,5,43,1,2,1,"5 para dar de baja",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
323,Rac,1,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
324,Rac,1,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
325,Regleta,1,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
326,"Silla Ergonómica",1,0,Comodato,7,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
327,"Silla Rimax",3,0,-,1,1990-01-01,30000.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
328,"Silla Rimax",39,0,-,1,1990-01-01,30000.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
329,Switch,1,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
330,Switch,1,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
331,Switch,1,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
332,Tablero,1,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
333,"Tablero Interactivo",1,0,Donación,6,1990-01-01,12000000.00,7,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
334,Televisor,1,0,-,1,1990-01-01,0.00,6,11,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
335,Ups,1,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
336,Estante,1,0,-,1,1990-01-01,0.00,1,43,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
337,Bafle,1,0,Institucional,2,1990-01-01,0.00,6,44,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
338,"Base Videobeam",1,0,Institucional,2,1990-01-01,0.00,20,44,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
339,Escritorio,1,0,Institucional,2,1990-01-01,0.00,1,44,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
340,"Maleta Portátiles",2,0,Seduca,4,1990-01-01,0.00,5,44,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
341,"Mesa Estudiantil",20,0,Institucional,2,1990-01-01,0.00,1,44,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
342,Portátil,36,"PA2021004396 - PA2021005174",Seduca,4,2022-03-22,980000.00,5,44,1,1,1,"PA2021004396 - PA2021005174",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
343,Portátil,18,0,Seduca,4,1990-01-01,0.00,5,44,1,2,1,"1 Uso Docente",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
344,Regleta,6,0,Institucional,2,1990-01-01,0.00,9,44,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
345,Silla,1,0,Institucional,2,1990-01-01,0.00,1,44,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
346,"Silla Rimax",42,0,Institucional,2,1990-01-01,35000.00,1,44,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
347,Tablero,1,0,"Donación Colanta",6,1990-01-01,0.00,20,44,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
348,Tablero,2,0,Seduca,4,1990-01-01,0.00,20,44,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
349,Tableta,40,"1617ET025758 - 1618ET033537",Seduca,4,1990-01-01,250000.00,5,44,1,2,1,"Desde 1617ET025758 - Hasta 1618ET033537",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
350,"Video Beam",1,0,Institucional,2,1990-01-01,0.00,7,131,2,4,3,"S1 A218 (Sala Sistemas 02)",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
351,Estante,2,0,"Donación Colanta",6,1990-01-01,0.00,1,44,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
352,Escritorio,1,0,-,1,1990-01-01,0.00,1,45,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
353,Extintor,1,0,-,1,1990-01-01,0.00,1,45,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
354,"Maleta Portátiles",2,0,-,1,1990-01-01,0.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
355,Mesa,1,0,-,1,1990-01-01,0.00,1,45,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
356,Silla,1,0,-,1,1990-01-01,0.00,1,45,1,3,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
357,"Video Beam",1,0,-,1,1990-01-01,0.00,7,45,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
358,Vitrina,3,0,-,1,1990-01-01,0.00,1,45,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
359,Vitrina,1,0,-,1,1990-01-01,0.00,1,45,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
360,Vitrina,1,0,-,1,1990-01-01,0.00,1,45,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
361,Escritorio,1,0,-,1,1990-01-01,0.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
362,Estante,2,0,-,1,1990-01-01,0.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
363,Estante,6,0,-,1,1990-01-01,0.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
364,Estante,2,0,-,1,1990-01-01,0.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
365,Estante,1,0,-,1,1990-01-01,0.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
366,Mesa,5,0,-,1,1990-01-01,0.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
367,Mesa,1,0,-,1,1990-01-01,0.00,1,46,1,2,1," Esta",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
368,"Silla Ergonómica",1,0,-,1,1990-01-01,0.00,1,46,1,2,1,"No Esta, No Tengo Conocimiento",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
369,"Silla Rimax",1,0,-,1,1990-01-01,10000.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
370,"Silla Rimax",6,0,-,1,1990-01-01,10000.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
371,"Silla Rimax",9,0,-,1,1990-01-01,10000.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
372,"Silla Rimax",3,0,-,1,1990-01-01,10000.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
373,"Silla Rimax",6,0,-,1,1990-01-01,10000.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
374,Tablero,1,0,-,1,1990-01-01,0.00,1,46,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
375,Bafle,1,0,-,1,1990-01-01,0.00,6,47,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
376,Escritorio,1,0,-,1,1990-01-01,0.00,1,47,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
377,"Regulador De Voltaje",1,0,Institucional,2,1990-01-01,0.00,9,47,1,1,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
378,Silla,1,0,-,1,1990-01-01,0.00,1,47,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
379,"Silla Universitaria",34,0,Seduca,4,1990-01-01,0.00,1,47,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
380,Tablero,1,0,-,1,1990-01-01,0.00,1,131,1,2,1,"Estaba En S1 A301 (Aula Jakscon Sánchez); 2022-11-11",,"2026-06-11 11:20:58","2026-06-11 11:20:58"
381,Tablero,1,0,-,1,1990-01-01,0.00,1,47,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
382,Estante,1,0,Colanta,6,1990-01-01,0.00,1,47,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
383,Atril,1,0,-,1,1990-01-01,0.00,1,48,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
384,Bafle,2,0,-,1,1990-01-01,0.00,6,48,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
385,"Cable 2X1",1,NULL,-,1,1990-01-01,0.00,6,48,1,2,1,,,"2026-06-11 11:20:58","2026-06-11 11:20:58"
